id,reference
6631,55.367
6632,45.4841
6633,53.1316
6634,70.894
6635,31.5483
6636,33.201
6637,50.9599
6638,70.5104
6639,47.1524
6640,57.3862
6641,43.6897
6642,51.6922
6643,38.962
6644,50.1791
6645,28.2654
6646,69.1766
6647,90.1753
6648,47.8689
6649,48.9932
6650,26.6459
6651,76.1537
6652,41.2944
6653,36.9506
6654,72.9683
6655,58.063
6656,16.8429
6657,58.0131
6658,53.9875
6659,51.6636
6660,64.228
6661,46.5917
6662,12.8087
6663,45.2116
6664,89.4363
6665,56.9582
6666,46.9614
6667,25.7133
6668,47.1537
6669,37.5295
6670,59.4044
6671,61.4174
6672,11.6911
6673,21.2172
6674,58.9837
6675,35.9156
6676,55.2824
6677,35.323
6678,37.2852
6679,48.0219
6680,29.5365
6681,66.9789
6682,49.1187
6683,48.8196
6684,80.8974
6685,77.558
6686,41.1551
6687,7.73752
6688,39.3897
6689,48.203
6690,33.953
6691,45.5499
6692,63.5361
6693,41.622
6694,53.682
6695,31.818
6696,30.9797
6697,75.0202
6698,65.7986
6699,43.4223
6700,39.7058
6701,36.9131
6702,60.44
6703,37.1015
6704,42.6497
6705,18.3661
6706,14.225
6707,56.4802
6708,36.2283
6709,25.3717
6710,55.9556
6711,64.4478
6712,91.0293
6713,65.3385
6714,22.5476
6715,42.5143
6716,81.5908
6717,29.349
6718,17.0878
6719,8.82782
6720,37.5815
6721,48.1996
6722,49.5907
6723,37.5943
6724,52.0795
6725,58.2893
6726,60.6359
6727,56.6625
6728,85.2586
6729,40.0659
6730,52.3546
6731,64.123
6732,86.0759
6733,40.9951
6734,37.2743
6735,53.1139
6736,34.225
6737,33.277
6738,43.3869
6739,69.5252
6740,36.1822
6741,76.1686
6742,31.2965
6743,47.9275
6744,40.8533
6745,89.8481
6746,49.9951
6747,25.4613
6748,71.2175
6749,50.4975
6750,83.4795
6751,27.6242
6752,48.8186
6753,58.2122
6754,32.604
6755,50.8237
6756,24.0844
6757,47.7499
6758,28.0553
6759,51.1826
6760,6.41409
6761,17.4856
6762,64.1425
6763,79.6691
6764,35.3239
6765,31.9728
6766,57.3866
6767,39.8834
6768,34.2735
6769,44.6736
6770,36.544
6771,11.7556
6772,33.4559
6773,44.3847
6774,65.8247
6775,70.8022
6776,29.0687
6777,62.2826
6778,36.9361
6779,27.7349
6780,41.5259
6781,32.1171
6782,67.9505
6783,47.3201
6784,57.5231
6785,37.1358
6786,33.1812
6787,29.7996
6788,43.1644
6789,54.5647
6790,44.2466
6791,85.771
6792,64.8448
6793,37.8227
6794,68.5886
6795,11.2212
6796,77.3436
6797,64.554
6798,50.3553
6799,67.7466
6800,39.3804
6801,34.8838
6802,30.2664
6803,66.5898
6804,85.2272
6805,50.32
6806,49.9498
6807,86.5025
6808,14.5069
6809,43.0088
6810,45.2801
6811,26.7536
6812,8.60437
6813,23.1351
6814,71.8471
6815,41.9198
6816,32.9009
6817,43.6016
6818,63.0817
6819,24.043
6820,44.3073
6821,68.9291
6822,75.5367
6823,47.2182
6824,51.7548
6825,42.5787
6826,28.8429
6827,6.33841
6828,69.3058
6829,49.2059
6830,57.8003
6831,61.8607
6832,70.2981
6833,86.4632
6834,63.329
6835,28.2052
6836,48.6421
6837,68.045
6838,40.166
6839,34.5384
6840,52.0101
6841,37.9025
6842,32.5318
6843,87.675
6844,57.1374
6845,85.6322
6846,35.6455
6847,24.6524
6848,10.284
6849,13.1077
6850,50.0126
6851,47.0797
6852,84.0203
6853,37.8023
6854,58.9846
6855,2.44258
6856,15.4056
6857,55.359
6858,33.0317
6859,47.0141
6860,48.2751
6861,37.8033
6862,32.7965
6863,10.1324
6864,60.3682
6865,54.7205
6866,40.6326
6867,38.3041
6868,42.3716
6869,68.4504
6870,53.7238
6871,39.2008
6872,57.4561
6873,59.5866
6874,48.4824
6875,71.5243
6876,28.7576
6877,15.9495
6878,4.41633
6879,35.8025
6880,75.3822
6881,50.8985
6882,37.4498
6883,72.2254
6884,80.2613
6885,43.193
6886,82.4604
6887,32.3926
6888,80.9983
6889,42.4565
6890,79.2732
6891,84.0556
6892,34.807
6893,60.5888
6894,27.6665
6895,48.6644
6896,30.3902
6897,32.0533
6898,75.7765
6899,46.0372
6900,32.085
6901,46.9595
6902,43.2151
6903,78.5198
6904,80.9875
6905,82.3969
6906,44.5621
6907,48.8854
6908,67.77
6909,11.5426
6910,49.5299
6911,48.7821
6912,49.3587
6913,37.7055
6914,54.3825
6915,13.8339
6916,28.6899
6917,59.2653
6918,75.5517
6919,27.1916
6920,11.679
6921,36.1709
6922,35.5789
6923,42.6492
6924,33.4283
6925,28.6921
6926,14.327
6927,63.0764
6928,18.9282
6929,41.588
6930,15.6224
6931,73.1721
6932,35.0299
6933,80.9818
6934,33.9161
6935,36.8296
6936,21.2549
6937,6.60152
6938,75.4249
6939,63.402
6940,36.2278
6941,41.2172
6942,35.1469
6943,38.9647
6944,39.3697
6945,64.8178
6946,60.418
6947,55.593
6948,36.876
6949,83.2871
6950,20.5082
6951,52.6118
6952,32.4888
6953,21.5652
6954,36.9813
6955,36.7729
6956,46.8717
6957,60.1157
6958,85.3666
6959,33.7947
6960,36.5011
6961,37.5781
6962,37.0295
6963,36.2916
6964,46.8958
6965,36.9042
6966,58.7653
6967,85.8183
6968,70.3334
6969,58.0446
6970,33.5201
6971,63.37
6972,56.1665
6973,17.7086
6974,45.6653
6975,38.3102
6976,70.674
6977,32.2023
6978,27.3747
6979,46.6592
6980,51.7752
6981,31.9479
6982,36.9495
6983,57.8778
6984,5.6537
6985,64.4194
6986,26.1668
6987,20.5693
6988,28.743
6989,41.9818
6990,83.8681
6991,70.4008
6992,52.131
6993,48.1468
6994,65.0245
6995,36.2801
6996,55.9033
6997,76.4517
6998,46.8445
6999,12.4786
7000,67.1564
7001,49.9003
7002,80.851
7003,40.1562
7004,73.1619
7005,54.2693
7006,79.4265
7007,49.3214
7008,38.6509
7009,15.2702
7010,46.8152
7011,63.0804
7012,37.6377
7013,47.3811
7014,62.1194
7015,14.0052
7016,67.8927
7017,19.8443
7018,30.4147
7019,43.7432
7020,62.5416
7021,77.4674
7022,-8.51734
7023,41.8006
7024,80.2958
7025,53.6424
7026,60.7127
7027,42.822
7028,36.2092
7029,84.0044
7030,82.555
7031,23.3646
7032,82.8286
7033,16.5366
7034,75.3311
7035,57.2861
7036,52.7017
7037,48.8062
7038,51.8746
7039,43.4968
7040,12.5825
7041,55.2621
7042,44.9255
7043,19.2728
7044,45.5223
7045,47.1722
7046,47.2318
7047,16.2978
7048,53.3164
7049,44.7634
7050,36.0023
7051,66.4478
7052,74.0644
7053,21.3503
7054,78.9734
7055,23.8175
7056,54.532
7057,80.5345
7058,18.3659
7059,57.1614
7060,49.813
7061,41.9747
7062,73.1143
7063,59.4929
7064,60.0354
7065,76.2562
7066,33.624
7067,89.1284
7068,31.4531
7069,13.4291
7070,58.5656
7071,45.7536
7072,8.16605
7073,56.8936
7074,55.5073
7075,20.7258
7076,7.73222
7077,54.0967
7078,61.6106
7079,39.7959
7080,54.4326
7081,33.562
7082,61.6111
7083,39.852
7084,32.04
7085,69.5001
7086,35.7647
7087,41.813
7088,70.3537
7089,56.6294
7090,61.895
7091,38.169
7092,62.6104
7093,44.4325
7094,47.758
7095,74.7817
7096,52.0894
7097,43.7037
7098,21.3018
7099,37.8395
7100,35.6554
7101,40.3486
7102,62.8611
7103,15.626
7104,46.7443
7105,61.865
7106,10.3836
7107,39.7932
7108,48.3637
7109,57.4813
7110,71.5283
7111,86.3905
7112,12.6522
7113,67.0158
7114,17.7771
7115,27.8937
7116,53.8445
7117,49.8192
7118,42.7635
7119,34.5933
7120,37.8217
7121,30.617
7122,36.3131
7123,55.9498
7124,15.7708
7125,38.1513
7126,6.11702
7127,55.1885
7128,77.6611
7129,53.8662
7130,34.6897
7131,41.9131
7132,14.564
7133,16.3255
7134,42.0536
7135,43.0069
7136,82.2519
7137,39.967
7138,27.7825
7139,79.5274
7140,70.0251
7141,78.4298
7142,53.7926
7143,84.5002
7144,51.7432
7145,77.4268
7146,82.6364
7147,33.7913
7148,27.8388
7149,55.145
7150,44.0188
7151,48.2801
7152,74.6518
7153,42.9514
7154,29.5085
7155,37.1897
7156,47.1921
7157,39.6312
7158,17.3264
7159,53.1783
7160,18.6481
7161,58.715
7162,38.4687
7163,35.0581
7164,49.7961
7165,48.8546
7166,42.0257
7167,3.58809
7168,74.3354
7169,28.8735
7170,52.1724
7171,37.8877
7172,36.1399
7173,37.428
7174,20.4183
7175,76.5891
7176,28.9469
7177,24.9523
7178,59.4026
7179,86.4621
7180,71.7225
7181,51.9461
7182,54.5967
7183,42.7589
7184,60.0746
7185,36.0864
7186,62.6186
7187,47.1756
7188,34.0262
7189,19.0608
7190,75.4817
7191,60.2068
7192,69.6518
7193,46.2871
7194,57.3717
7195,81.0631
7196,73.9302
7197,46.7903
7198,37.8325
7199,13.9262
7200,32.1145
7201,36.882
7202,81.0947
7203,61.2957
7204,80.7821
7205,33.6709
7206,44.6553
7207,31.4273
7208,50.5151
7209,35.999
7210,5.9937
7211,18.6141
7212,33.0818
7213,47.3994
7214,23.0753
7215,57.6107
7216,81.9605
7217,16.4473
7218,48.0631
7219,58.0163
7220,24.3014
7221,45.4373
7222,35.9727
7223,11.8787
7224,60.621
7225,74.6715
7226,44.453
7227,82.7892
7228,45.2881
7229,88.7394
7230,46.6505
7231,23.4203
7232,47.1909
7233,45.4156
7234,67.175
7235,52.1349
7236,68.6611
7237,42.5802
7238,21.8729
7239,32.6092
7240,69.849
7241,91.9343
7242,50.246
7243,11.712
7244,51.6409
7245,55.609
7246,32.7678
7247,49.8012
7248,52.3192
7249,47.0808
7250,64.2626
7251,82.2187
7252,27.2897
7253,73.6616
7254,43.24
7255,36.4502
7256,52.7898
7257,36.9076
7258,46.8219
7259,55.1792
7260,81.4566
7261,48.4719
7262,49.1932
7263,44.4636
7264,86.863
7265,62.3712
7266,48.0615
7267,19.3399
7268,40.1867
7269,33.7589
7270,37.8077
7271,45.7897
7272,44.9446
7273,38.4104
7274,85.1538
7275,78.2818
7276,23.9628
7277,27.4613
7278,84.1153
7279,39.5024
7280,42.2439
7281,79.7381
7282,21.9511
7283,11.1607
7284,44.4103
7285,39.7593
7286,72.1263
7287,53.4354
7288,20.4374
7289,33.2992
7290,37.503
7291,35.5875
7292,36.4626
7293,45.7335
7294,62.2549
7295,47.3573
7296,31.9269
7297,46.9338
7298,65.3557
7299,42.0004
7300,53.1681
7301,54.4465
7302,49.7908
7303,54.2659
7304,37.8445
7305,63.0576
7306,24.0286
7307,14.1626
7308,83.0013
7309,40.6448
7310,71.2756
7311,25.6282
7312,73.7012
7313,41.1888
7314,36.2644
7315,75.5336
7316,55.2123
7317,14.102
7318,77.5878
7319,34.0987
7320,12.3053
7321,76.0695
7322,75.2648
7323,10.7431
7324,83.0558
7325,41.6609
7326,70.942
7327,9.97563
7328,54.5264
7329,37.6104
7330,41.9294
7331,40.0843
7332,83.1475
7333,80.4005
7334,66.309
7335,35.5101
7336,53.5558
7337,30.8804
7338,69.3474
7339,49.5627
7340,74.3101
7341,24.5863
7342,26.1829
7343,4.6268
7344,31.88
7345,57.4756
7346,73.9971
7347,46.4065
7348,52.0662
7349,11.2539
7350,43.0974
7351,70.5403
7352,44.91
7353,45.2433
7354,22.93
7355,78.6533
7356,45.8287
7357,78.1756
7358,42.9791
7359,47.5428
7360,66.5535
7361,64.6567
7362,71.7231
7363,54.2708
7364,57.2153
7365,16.0686
7366,81.2632
7367,17.9499
7368,9.4919
7369,30.399
7370,58.2521
7371,16.8452
7372,35.2486
7373,48.5538
7374,37.0899
7375,31.3598
7376,84.4778
7377,32.3643
7378,19.6626
7379,39.3973
7380,61.1754
7381,65.3794
7382,73.7148
7383,36.1845
7384,50.893
7385,36.5396
7386,31.4092
7387,57.8165
7388,59.5457
7389,32.3698
7390,48.7789
7391,50.0774
7392,68.9426
7393,55.6593
7394,12.0958
7395,26.5255
7396,46.7932
7397,60.1555
7398,18.6072
7399,82.1921
7400,32.1488
7401,56.9461
7402,40.7936
7403,11.7849
7404,14.13
7405,52.9197
7406,40.1047
7407,48.336
7408,41.9636
7409,39.4872
7410,26.5019
7411,36.0627
7412,76.5044
7413,52.2902
7414,36.3796
7415,66.4757
7416,47.3714
7417,74.3438
7418,36.7821
7419,34.3911
7420,17.6329
7421,95.526
7422,14.2728
7423,19.2075
7424,36.5048
7425,44.3223
7426,57.8115
7427,72.2922
7428,57.3795
7429,69.5829
7430,64.559
7431,41.5709
7432,30.804
7433,33.5556
7434,34.4463
7435,18.6013
7436,63.1007
7437,48.5113
7438,42.6976
7439,32.7157
7440,44.16
7441,40.8809
7442,34.8355
7443,52.2885
7444,80.2893
7445,49.6297
7446,60.6956
7447,54.2614
7448,33.4825
7449,72.2586
7450,33.1388
7451,49.6816
7452,56.9832
7453,57.2513
7454,70.2006
7455,60.2436
7456,48.4449
7457,60.526
7458,57.2879
7459,72.8399
7460,34.0884
7461,30.9116
7462,53.5077
7463,70.1284
7464,45.5659
7465,32.7409
7466,11.8045
7467,40.1163
7468,36.7522
7469,23.7284
7470,41.3718
7471,43.6223
7472,46.9559
7473,48.8392
7474,22.5584
7475,13.7373
7476,53.2649
7477,39.6704
7478,34.7369
7479,73.7802
7480,43.1425
7481,32.9665
7482,41.4553
7483,76.3575
7484,49.0402
7485,13.7632
7486,50.1386
7487,59.3245
7488,30.7742
7489,51.8903
7490,48.1643
7491,48.1483
7492,35.3722
7493,35.6077
7494,4.33702
7495,70.7455
7496,47.8727
7497,41.2776
7498,77.0365
7499,15.7856
7500,52.1225
7501,28.4686
7502,67.0807
7503,62.1708
7504,87.7425
7505,31.3204
7506,21.6872
7507,45.3961
7508,13.5652
7509,88.2914
7510,75.9692
7511,50.6866
7512,63.1405
7513,32.8054
7514,39.801
7515,47.2761
7516,58.3856
7517,5.35459
7518,52.3471
7519,56.5553
7520,58.5389
7521,40.1087
7522,37.4353
7523,91.7985
7524,56.3257
7525,18.5318
7526,66.5685
7527,74.5045
7528,17.1621
7529,47.3845
7530,38.4095
7531,57.9385
7532,53.2192
7533,34.951
7534,-10.9245
7535,21.004
7536,43.3623
7537,53.5396
7538,46.8257
7539,45.0011
7540,35.5943
7541,36.1796
7542,53.7477
7543,61.31
7544,12.4615
7545,68.1595
7546,83.5587
7547,24.7128
7548,55.4217
7549,37.614
7550,41.8812
7551,76.322
7552,46.6352
7553,15.0544
7554,12.6227
7555,24.2559
7556,63.2442
7557,51.3986
7558,71.2449
7559,46.1624
7560,37.8127
7561,49.0817
7562,39.53
7563,39.5649
7564,80.3827
7565,41.1386
7566,39.4104
7567,91.281
7568,40.537
7569,59.0308
7570,38.9372
7571,43.7816
7572,36.3133
7573,39.0496
7574,44.2685
7575,56.3977
7576,51.0722
7577,55.7038
7578,70.5163
7579,39.0124
7580,16.8146
7581,40.1516
7582,38.1865
7583,52.0004
7584,62.7134
7585,61.2028
7586,13.6067
7587,65.459
7588,18.6601
7589,61.5259
7590,9.63982
7591,51.9715
7592,37.3357
7593,61.4916
7594,28.8329
7595,37.6324
7596,16.3893
7597,60.4238
7598,35.1777
7599,30.439
7600,36.7076
7601,76.3927
7602,58.0741
7603,49.9282
7604,57.5347
7605,8.62144
7606,51.6494
7607,25.5038
7608,41.5012
7609,55.9493
7610,77.369
7611,65.5898
7612,13.2093
7613,43.0381
7614,80.8526
7615,22.9312
7616,35.3
7617,29.8489
7618,71.101
7619,55.0767
7620,51.8639
7621,63.9362
7622,51.1013
7623,40.531
7624,76.6756
7625,13.6697
7626,41.0673
7627,46.5069
7628,9.62074
7629,27.5302
7630,48.7507
7631,83.4387
7632,58.4005
7633,4.3856
7634,90.9927
7635,62.3425
7636,39.4684
7637,46.5878
7638,25.373
7639,59.3725
7640,44.2552
7641,75.4384
7642,22.9803
7643,32.0031
7644,56.7667
7645,33.4381
7646,31.9367
7647,67.3069
7648,39.1045
7649,43.516
7650,48.3711
7651,53.1422
7652,54.3469
7653,70.8782
7654,61.6305
7655,36.339
7656,74.2914
7657,55.7452
7658,50.783
7659,35.0938
7660,71.8246
7661,33.851
7662,10.7639
7663,16.9568
7664,54.2531
7665,55.7029
7666,50.2639
7667,60.8934
7668,40.2997
7669,49.262
7670,52.5469
7671,45.4255
7672,36.3315
7673,16.7109
7674,44.0955
7675,15.0391
7676,35.3239
7677,72.8121
7678,59.7893
7679,61.022
7680,23.4094
7681,40.8535
7682,46.5102
7683,23.8395
7684,35.4072
7685,65.2646
7686,74.9631
7687,47.5135
7688,80.4996
7689,21.3609
7690,84.6629
7691,91.0613
7692,81.5222
7693,47.0475
7694,47.3559
7695,27.7097
7696,35.7354
7697,78.7122
7698,16.4607
7699,64.5229
7700,36.3441
7701,49.1182
7702,40.4223
7703,84.0536
7704,19.0436
7705,37.3519
7706,64.8859
7707,29.0599
7708,36.5251
7709,77.2431
7710,32.3557
7711,34.8396
7712,43.9657
7713,58.3483
7714,42.6182
7715,48.5032
7716,79.1291
7717,40.4077
7718,68.4277
7719,41.3404
7720,36.4764
7721,49.3488
7722,52.3996
7723,33.2572
7724,49.6352
7725,4.17242
7726,72.1075
7727,82.9166
7728,72.2711
7729,40.2012
7730,40.4589
7731,72.0398
7732,73.0363
7733,43.3939
7734,84.3234
7735,66.1308
7736,41.9361
7737,26.3341
7738,37.6494
7739,31.894
7740,33.9849
7741,26.6117
7742,55.5044
7743,69.2169
7744,82.3879
7745,44.0364
7746,22.1356
7747,17.3206
7748,36.5423
7749,36.7338
7750,3.69538
7751,42.164
7752,51.3345
7753,37.776
7754,28.2501
7755,79.0299
7756,59.5759
7757,35.021
7758,37.3772
7759,84.7206
7760,35.4534
7761,49.1177
7762,56.3401
7763,53.7877
7764,53.3618
7765,34.2487
7766,48.1798
7767,41.9116
7768,47.6289
7769,59.836
7770,40.0496
7771,17.7848
7772,72.3593
7773,31.9479
7774,52.1457
7775,16.9249
7776,20.897
7777,49.5734
7778,71.9626
7779,40.4753
7780,78.8504
7781,42.4982
7782,3.90744
7783,60.2659
7784,36.2077
7785,48.1954
7786,44.9941
7787,39.8888
7788,34.9505
7789,34.9688
7790,21.2917
7791,61.8449
7792,16.7576
7793,51.5202
7794,43.4345
7795,48.0763
7796,42.7836
7797,40.7237
7798,27.2152
7799,56.0446
7800,55.5812
7801,46.1901
7802,64.648
7803,52.1864
7804,39.2624
7805,60.5212
7806,48.6859
7807,44.518
7808,14.0634
7809,40.8373
7810,57.6897
7811,75.3792
7812,82.5617
7813,87.8175
7814,49.168
7815,62.3974
7816,46.0856
7817,46.3088
7818,82.6509
7819,15.1191
7820,88.4376
7821,36.9295
7822,84.0261
7823,25.2192
7824,33.9063
7825,63.1366
7826,78.421
7827,68.7106
7828,54.448
7829,19.1884
7830,88.0346
7831,59.846
7832,35.5278
7833,44.5789
7834,39.6118
7835,22.0847
7836,53.5718
7837,47.7252
7838,58.4737
7839,34.4321
7840,66.1013
7841,32.6512
7842,62.3312
7843,49.2957
7844,82.4786
7845,65.8013
7846,87.3859
7847,42.7309
7848,34.0674
7849,44.814
7850,77.6071
7851,32.0784
7852,59.2983
7853,2.67324
7854,14.0903
7855,29.5742
7856,41.1745
7857,5.89359
7858,62.965
7859,47.7866
7860,63.102
7861,15.0287
7862,18.2531
7863,81.1426
7864,48.2795
7865,71.0981
7866,43.7859
7867,38.7403
7868,42.5262
7869,52.5481
7870,57.8278
7871,38.9422
7872,54.4673
7873,36.8249
7874,37.2875
7875,33.7739
7876,46.0404
7877,40.7018
7878,24.0214
7879,52.7872
7880,49.7032
7881,59.3133
7882,10.4253
7883,55.6899
7884,21.9083
7885,45.2908
7886,37.1782
7887,19.0856
7888,40.6156
7889,76.5588
7890,36.3821
7891,67.3635
7892,26.8889
7893,55.3501
7894,72.1531
7895,7.82714
7896,64.4778
7897,7.70578
7898,25.395
7899,6.47392
7900,88.8997
7901,78.0156
7902,49.7636
7903,6.8099
7904,40.7195
7905,69.4774
7906,54.6011
7907,7.59981
7908,91.5663
7909,42.6897
7910,15.7239
7911,57.8199
7912,43.2196
7913,78.5627
7914,52.1502
7915,82.7396
7916,39.1043
7917,64.9437
7918,59.1435
7919,42.0172
7920,96.4536
7921,28.6093
7922,27.7831
7923,35.241
7924,70.3337
7925,72.2836
7926,22.5376
7927,47.3806
7928,52.1464
7929,39.2236
7930,84.9603
7931,91.6706
7932,39.0602
7933,15.651
7934,74.2406
7935,77.965
7936,69.5008
7937,48.5199
7938,47.3914
7939,42.411
7940,62.2542
7941,41.5728
7942,34.7186
7943,36.8609
7944,22.7655
7945,77.8166
7946,38.6702
7947,76.2217
7948,12.6063
7949,28.8556
7950,84.5523
7951,33.1392
7952,40.7698
7953,20.6816
7954,48.1487
7955,14.0248
7956,80.7812
7957,54.6406
7958,41.0092
7959,39.4523
7960,9.33929
7961,61.2674
7962,64.4042
7963,59.6241
7964,75.1029
7965,86.3112
7966,43.4173
7967,16.6594
7968,70.6772
7969,42.6583
7970,19.6498
7971,43.6788
7972,32.5156
7973,80.6887
7974,36.8208
7975,60.852
7976,63.0475
7977,33.2122
7978,18.0806
7979,60.0198
7980,12.8702
7981,14.0196
7982,88.2199
7983,30.3163
7984,47.0962
7985,25.1506
7986,66.3106
7987,20.4405
7988,58.883
7989,37.2878
7990,84.79
7991,35.8327
7992,55.941
7993,16.7023
7994,17.9314
7995,26.9427
7996,26.8379
7997,63.0369
7998,34.4975
7999,44.6579
8000,60.7005
8001,40.9942
8002,49.6068
8003,29.7301
8004,44.4942
8005,31.6746
8006,37.7399
8007,76.1686
8008,25.15
8009,72.3095
8010,49.1313
8011,62.8015
8012,36.7262
8013,28.9986
8014,21.0135
8015,61.41
8016,51.375
8017,76.9863
8018,35.3815
8019,67.0161
8020,78.9279
8021,77.551
8022,17.2034
8023,37.3592
8024,47.5808
8025,61.1462
8026,31.0533
8027,37.5961
8028,68.3694
8029,43.7055
8030,44.6427
8031,26.1513
8032,54.0039
8033,56.2794
8034,29.2395
8035,41.6433
8036,40.9719
8037,32.4498
8038,1.00689
8039,34.4512
8040,60.9343
8041,56.5593
8042,30.9229
8043,40.1372
8044,23.1201
8045,43.1305
8046,31.2193
8047,78.4934
8048,44.9553
8049,86.2939
8050,33.7134
8051,32.371
8052,46.6904
8053,45.751
8054,20.2386
8055,35.0558
8056,16.1313
8057,9.15743
8058,41.893
8059,38.4749
8060,20.9805
8061,41.0458
8062,35.0633
8063,18.3911
8064,60.0839
8065,84.0136
8066,60.0874
8067,40.0243
8068,36.9447
8069,29.6416
8070,17.962
8071,37.3129
8072,45.807
8073,26.0237
8074,34.5164
8075,22.3149
8076,44.1719
8077,26.6944
8078,87.171
8079,24.9063
8080,52.8901
8081,82.1081
8082,70.1208
8083,86.4931
8084,67.1039
8085,73.0059
8086,54.9593
8087,69.8027
8088,60.4504
8089,59.5634
8090,70.8826
8091,71.197
8092,53.9085
8093,4.90089
8094,40.5019
8095,74.5252
8096,14.895
8097,41.1735
8098,32.8467
8099,32.7769
8100,58.0904
8101,70.8564
8102,38.0298
8103,51.5183
8104,82.0915
8105,38.5846
8106,23.1738
8107,32.3462
8108,21.7853
8109,27.3353
8110,71.3243
8111,78.6347
8112,39.5436
8113,41.1901
8114,52.2711
8115,39.1866
8116,87.3242
8117,35.6662
8118,35.7299
8119,42.0744
8120,16.0358
8121,57.1865
8122,4.98921
8123,49.1813
8124,40.9547
8125,45.1061
8126,41.9792
8127,74.9308
8128,29.0881
8129,17.3024
8130,52.1924
8131,33.8156
8132,40.2678
8133,84.2284
8134,49.8999
8135,40.4175
8136,82.3684
8137,52.4257
8138,4.83784
8139,51.3554
8140,75.8535
8141,86
8142,45.3337
8143,26.8056
8144,46.6463
8145,65.7158
8146,66.7467
8147,44.8323
8148,74.4173
8149,87.6869
8150,31.8994
8151,50.0905
8152,39.4261
8153,29.8628
8154,52.0632
8155,43.1786
8156,38.4863
8157,65.8561
8158,42.4892
8159,26.8537
8160,20.5138
8161,24.5909
8162,56.4885
8163,51.1627
8164,35.214
8165,32.7877
8166,63.2252
8167,47.2072
8168,69.428
8169,61.5432
8170,58.9958
8171,71.069
8172,84.6154
8173,44.0018
8174,48.2721
8175,32.7377
8176,73.7014
8177,41.313
8178,67.8261
8179,53.125
8180,60.1851
8181,61.3819
8182,80.4924
8183,27.7103
8184,7.83089
8185,38.128
8186,37.9585
8187,49.4156
8188,81.6658
8189,35.9308
8190,35.1814
8191,-0.184271
8192,56.2696
8193,21.4481
8194,70.1101
8195,62.0897
8196,64.2577
8197,41.0541
8198,85.3406
8199,86.6491
8200,59.7873
8201,47.2166
8202,61.2992
8203,71.937
8204,50.3249
8205,41.4298
8206,35.9303
8207,19.3598
8208,80.2802
8209,35.2317
8210,39.6812
8211,45.0536
8212,87.0613
8213,51.4454
8214,11.7398
8215,45.0427
8216,67.8177
8217,14.5643
8218,78.8546
8219,42.5489
8220,40.6294
8221,24.2519
8222,52.8653
8223,75.0865
8224,70.4831
8225,25.2497
8226,53.1249
8227,81.7987
8228,41.7933
8229,78.9971
8230,33.7229
8231,19.4403
8232,78.9116
8233,52.5474
8234,88.8843
8235,70.189
8236,35.6398
8237,35.5055
8238,41.0896
8239,34.6909
8240,54.4798
8241,31.6912
8242,48.6771
8243,28.4024
8244,49.405
8245,67.5328
8246,27.6457
8247,32.8279
8248,31.5458
8249,74.4591
8250,32.5629
8251,38.4153
8252,31.9042
8253,60.1932
8254,71.1696
8255,18.4606
8256,39.6444
8257,49.6597
8258,31.7965
8259,22.0497
8260,77.5526
8261,32.6465
8262,63.5256
8263,35.9426
8264,44.3052
8265,84.7562
8266,66.88
8267,25.1259
8268,51.1401
8269,7.27794
8270,59.8787
8271,70.7925
8272,82.3918
8273,28.8089
8274,52.3741
8275,51.4349
8276,38.9782
8277,8.63515
8278,38.7815
8279,52.4911
8280,48.5702
8281,47.556
8282,77.9806
8283,65.993
8284,43.1167
8285,31.486
8286,63.3169
8287,38.1431
8288,73.5623
8289,15.1337
8290,56.5789
8291,36.2958
8292,61.679
8293,20.5449
8294,47.6067
8295,60.1854
8296,18.6142
8297,55.0735
8298,32.7185
8299,13.164
8300,14.0118
8301,46.1735
8302,48.0529
8303,11.7244
8304,52.7761
8305,35.5634
8306,82.3674
8307,48.2683
8308,6.07107
8309,50.4579
8310,41.9865
8311,46.1431
8312,77.6818
8313,54.0379
8314,7.88302
8315,55.3122
8316,40.4237
8317,78.7765
8318,36.0069
8319,53.9719
8320,21.8525
8321,51.2915
8322,46.5912
8323,42.301
8324,50.6125
8325,81.3501
8326,80.815
8327,35.5721
8328,86.4659
8329,61.6648
8330,53.2746
8331,65.6135
8332,54.1225
8333,38.3279
8334,49.648
8335,41.9765
8336,65.4189
8337,61.4802
8338,31.6317
8339,47.9824
8340,36.2164
8341,58.5877
8342,54.407
8343,60.3008
8344,63.4642
8345,28.3806
8346,78.2879
8347,60.2749
8348,14.6068
8349,19.0225
8350,20.7415
8351,56.1577
8352,47.8586
8353,20.5523
8354,48.5766
8355,80.3073
8356,57.5361
8357,55.2476
8358,74.1502
8359,44.8151
8360,66.5938
8361,56.6164
8362,82.8895
8363,25.0243
8364,31.4075
8365,40.236
8366,39.9316
8367,42.259
8368,38.2333
8369,76.7522
8370,64.7603
8371,19.4927
8372,81.2399
8373,6.35102
8374,49.8334
8375,26.6901
8376,48.0419
8377,78.5763
8378,53.6163
8379,41.8943
8380,35.3145
8381,39.3726
8382,47.8
8383,44.0548
8384,32.3341
8385,78.0751
8386,64.7322
8387,37.9517
8388,37.5807
8389,42.5069
8390,11.4049
8391,55.1639
8392,46.7817
8393,36.9466
8394,10.4207
8395,73.4505
8396,33.1329
8397,80.3792
8398,68.9144
8399,47.8216
8400,51.5029
8401,6.84512
